name,Subject_1,Subject_2,Subject_3,Author,Publisher,First Published ,Cluster Label,Category,id
Managerial approaches toward queuing systems and simulations,,,,"Salvador Hernandez-Gonzalez (Technological Institute of Celaya, Mexico), Manuel Dario Hernandez Ripalda (Technological Institute of Celaya, Mexico)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,534
Managing,Management,,,Henry Mintzberg,Berrett-Koehler Publ.,2009,1,Miscellaneous,535
Managing big data integration in the public sector,,,,"Anil Aggarwal (University of Baltimore, USA)","Information Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,536
"Managing diversity, innovation, and infrastructure in digital business",Electronic Commerce,Online-Marketing,,Nilanjan Ray,IGI Global,2019,2,Business,537
Maps of Quality of Life in Argentina Since the 19th Century,,,," Juan Pablo Celemin, Guillermo Angel Velázquez",Springer International Publishing Springer,2022,1,Miscellaneous,538
Market Leader,English,Business language,,David Cotton ; David Falvey ; Simon Kent ; Erica Hall ; Bill Mascull ; David Riley,Pearson,2000,1,Miscellaneous,539
Market Leader,English,Business language,,David Cotton ; David Falvey ; Simon Kent,Pearson,2000,1,Miscellaneous,540
Market Leader,English,Business language,,David Cotton ; David Falvey ; Simon Kent,Pearson,2000,1,Miscellaneous,541
Market leader,English,Business language,,David Cotton ; David Falvey ; Simon Kent ; Bill Mascull,Longman,2001,1,Miscellaneous,542
Market leader,English,Business language,,David Cotton ; David Falvey ; Simon Kent,Longman,2002,1,Miscellaneous,543
Market leader,English,Business language,,Richard Crowe ; Pamela Pickford,Longman,2003,1,Miscellaneous,544
Market leader,English,Business language,,David Cotton ; David Falvey ; Simon Kent ; Irene Barrall,Longman,2004,1,Miscellaneous,545
Market leader,English,Business language,,David Cotton ; David Falvey ; Simon Kent,Longman,2005,1,Miscellaneous,546
Market leader,English,Business language,,David Cotton ; David Falvey ; Simon Kent,Longman,2005,1,Miscellaneous,547
Market Leader,English,Business language,,David Cotton ; David Falvey ; Simon Kent ; Bill Mascull,Pearson,2005,1,Miscellaneous,548
Market Leader,English,Business language,,"David Cotton ; David Falvey ; Simon Kent ; David Cotton, David Falvey, Simon Kent",Pearson,2010,1,Miscellaneous,549
Market Leader,English,Business language,,David Cotton ; David Falvey ; Simon Kent ; Bill Mascull,Pearson,2010,1,Miscellaneous,550
Market leader,English,Business language,,Bill Mascull,Pearson Education,2011,1,Miscellaneous,551
Market leader,English,Business language,,David Cotton ; David Falvey ; Simon Kent,Pearson Education,2011,1,Miscellaneous,552
Market leader,English,Business language,,David Cotton ; David Falvey ; Simon Kent ; David Cotton ; David Falvey ; Simon Kent,Longman,2011,1,Miscellaneous,553
Market leader,English,Business language,,David Cotton ; David Falvey ; Simon Kent,Longman,2011,1,Miscellaneous,554
Market leader,English,Business language,,Iwonna Dubicka ; Margaret O'Keeffe,Pearson Education,2011,1,Miscellaneous,555
Market Leader,English,Business language,,David Cotton ; David Falvey ; Simon Kent ; David Cotton ; David Falney ; Simon Kent,Pearson,2015,1,Miscellaneous,556
Market leader advanced,English,Business language,,"Iwonna Dubicka, Margaret O'Keeffe, John Rogers",FT Publishing Financial Times,2017,1,Miscellaneous,557
Market leader upper intermediate,English,Business language,,"David Cotton, David Falvey, Simon Kent, John Rogers",FT Publishing Financial Times,2016,1,Miscellaneous,558
Mathematics pocket book for engineers and scientists,mathematics,,,John Bird,"Routledge, Taylor & Francis Group",2020,1,Miscellaneous,559
Matter and consciousness,consciousness,Philosophy,Psychology,Paul M. Churchland,MIT Press,1999,1,Miscellaneous,560
Measuring the validity of usage reports provided by e-book vendors,library,Electronic book,use,"Aiping Chen-Gaffey (Slippery Rock University of Pennsylvania, USA), Heather Getsay (Slippery Rock University of Pennsylvania, USA)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,561
Mechanics of robotic manipulation,Manipulator,Handling device,,Matthew T. Mason,MIT Press,2001,1,Miscellaneous,562
Medical epidemiology,Epidemiology,,,  Raymond S. Greenberg ...,McGraw-Hill,2015,1,Miscellaneous,563
Medicine,English,Technical language,medicine,Sam McCarter,Oxford University Press,2009,1,Miscellaneous,564
Medicine,English,Technical language,medicine,Sam McCarter,Oxford University Press,2009,1,Miscellaneous,565
Medicine,English,Technical language,medicine,Sam McCarter,Oxford University Press,2010,1,Miscellaneous,566
Medicine,English,Technical language,medicine,Sam McCarter,Oxford University Press,2010,1,Miscellaneous,567
Memorial book The gypsies at Auschwitz-Birkenau,Concentration camp Auschwitz / Birkenau warehouse,Gypsy,,  State Museum of Auschwitz-Birkenau. [ dir.: Jan Parcer],Saur,1993,1,Miscellaneous,568
Memorial book The gypsies at Auschwitz-Birkenau,Concentration camp Auschwitz / Birkenau warehouse,Gypsy,,  State Museum of Auschwitz-Birkenau. [ dir.: Jan Parcer],Saur,1993,1,Miscellaneous,569
"Memory, identity, and nationalism in European regions",European Union,Eastern Europe,Collective memory,"[] Victor Apryshchenko, Oxana Karnaukhova",IGI Global,2019,1,Miscellaneous,570
Metabolomics,,,, Wael N. Hozzein,IntechOpen,2023,1,Miscellaneous,571
Metaphysics ; Book I,,,,,Alex Catalogue,2000,1,Miscellaneous,572
Meteorology: Book I,,,, Aristotle,Alex Catalogue,2000,1,Miscellaneous,573
Methods and paradigms in education research,Educational research,Methodology,,"Lorraine Ling (Victoria University, Australia & La Trobe University, Australia), Peter Ling (Swinburne University of Technology, Australia)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,574
Methods for analyzing and leveraging online learning data,Data analysis,Computer -assisted learning,Educational statistics,"Shalin Hai-Jew (Kansas State University, USA)","IGI Global, Disseminator of Knowledge",2019,1,Miscellaneous,575
Microbial biotechnology in environmental monitoring and cleanup,,,,"Pankaj (G.B. Pant University of Agriculture and Technology, India), Anita Sharma (G.B. Pant University of Agriculture and Technology, India)","IGI Global, Disseminator of Knowledge",2018,5,Environment,576
"Mobile application development, usability, and security",,,,"Sougata Mukherjea (IBM, India)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,577
Mobile pedagogy and perspectives on teaching and learning,instruction,Mobile device,,"Douglas McConatha (West Chester University, USA), Christian Penny (West Chester University, USA), Jordan Schugar (West Chester University, USA), David Bolton (West Chester University, USA)","Information Science Reference, an imprint of IGI Global",2014,1,Miscellaneous,578
Mobilities in India,,,,"Bhaswati Mondal, Gopa Samanta",Springer,2021,1,Miscellaneous,579
Modeling and simulation techniques for improved business processes,Process chain,Process analysis <process management>,Simulation,"Maryam Ebrahimi (Azad University, Iran)","IGI Global, Disseminator of Knowledge",2018,2,Business,580
Modeling and simulation techniques in structural engineering,,,,"Pijush Samui (National Institute of Technology Patna, India), Subrata Chakraborty (Indian Institute of Engineering Science and Technology (IIEST), Shibpur, India), Dookie Kim (Kunsan National University, South Korea)","IGI Global, Disseminator of Knowledge",2017,0,Engineering/Technology,581
Modern industrial services,Manufacturing,Services,Hybrides bundles of performance,"Shaun West, Paolo Gaiardelli, Nicola Saccani",Springer,2022,1,Miscellaneous,582
Modern perspectives on virtual communications and social networking,Online-Community,social network,new media,Jyotsana Thakur [editor],"IGI Global, Disseminator of Knowledge",2019,1,Miscellaneous,583
Molecular plant breeding and genome editing tools for crop improvement,,,,"Pradip Chandra Deka (Sir Padampat Singhania University, India)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,584
Motivationally intelligent leadership,,,,"Michael A. Brown Sr. (Florida International University, USA)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,585
Moving into mechanical engineering,,,,Anna Phillips & Terry Phillips ; Anna Phillips & Terry Phillips,Garnet Education,2016,0,Engineering/Technology,586
Moving into mechanical engineering,,,,Anna Phillips & Terry Phillips ; Anna Phillips & Terry Phillips,Garnet Education,2016,0,Engineering/Technology,587
Moving into tourism & hospitality,,,,Hans Mol ; Anna Phillips & Terry Phillips,Garnet,2014,1,Miscellaneous,588
Multicultural andragogy for transformative learning,,,,"David P. Peltz, Anthony C. Clemons",IGI Global,2019,1,Miscellaneous,589
Multidimensional perspectives on principal leadership effectiveness,,,,"Kadir Beycioglu (Dokuz Eylul University, Turkey), Petros Pashiardis (Open University of Cyprus, Cyprus)","Information Science Reference, an imprint of IGI Global",2015,1,Miscellaneous,590
Multidisciplinary approach to modern digital steganography,,,,"Saasachi Pramanik (Haldia Institute of Technology, India), Mangesh Manikrao Ghonge (Sandip Foundation’s Institute of Technology and Research Centre, India), Renjith V. Ravi (MEA Engineering College, India), Korhan Cengiz (Trakya University, Turkey)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,591
Multidisciplinary perspectives in cryptology and information security,,,,"Sattar B. Sadkhan Al Maliky (University of Balon, Iraq), Nidaa A. Abbas (University of Balon, Iraq)","Information Science Reference, an imprint of IGI Global",2014,1,Miscellaneous,592
Multinational enterprise management strategies in developing countries,,,,"Mohammad Ayub Khan (Tecnológico de Monterrey, Mexico)","Business Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,593
Music and messaging in the African political arena,Africa,Music,Political communication, Uche T. Onyebadi,"IGI Global, Disseminator of Knowledge",2019,1,Miscellaneous,594
Narrative and discursive approaches in entrepreneurship,Business,,,  Daniel Hjorth ...,Elgar,2004,1,Miscellaneous,595
Nascent entrepreneurship and successful new venture creation,,,,"António Carrizo Moreira (University of Aveiro, Portugal), José Guilherme Leitão Dantas (Politechnic Institute of Leiria, Portugal), Fernando Manuel Valente (Politechnic Institute of Setubal, Portugal)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,596
"Nature-based tourism, environment, and land management",Ecotourism,Land use,," R. Buckley, C. Pickering, and D.B. Weaver",CABI Pub.,2003,5,Environment,597
Network attacks and defenses,Computer network,Computer security,,Zouheir Trabelsi ... [et al.],CRC Press,2013,1,Miscellaneous,598
Network security attacks and countermeasures,,,,"Dileep Kumar G. (Adama Science and Technology University, Ethiopia), Manoj Kumar Singh (Adama Science and Technology University, Ethiopia), M.K. Jayanthi (King Khalid University, Saudi Arabia)","Information Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,599
Network security technologies,,,,"Abdelmalek Amine (Tahar Moulay University, Algeria), Otmane Ait Mohamed (Concordia University, Canada), Boualem Benatallah (University of New South Wales, Australia)","Information Science Reference, an imprint of IGI Global",2014,1,Miscellaneous,600
Neurotechnology for biomimetic robots,Neuronal network,Biosensor,Robotic," Joseph Ayers, Joel Davis, and Alan Rudolph",MIT Press,2002,1,Miscellaneous,601
"New aesthetic thought, methodology, and structure of systemic philosophy",beauty,aesthetics,structuralism,"Jie Wu (China System Philosophy Research Centre, Shenzhen University, China)",IGI Global,2020,1,Miscellaneous,602
New headway English course,English,,,Liz and John Soars ...,Oxford Univ. Press,2002,4,English,603
New headway English course,English,,,Liz and John Soars ...,Oxford Univ. Press,2002,4,English,604
New headway pronunciation course,English,pronunciation,,Bill Bowler ...,Oxford Univ. Press,1999,1,Miscellaneous,605
New headway pronunciation course,English,pronunciation,,Bill Bowler ...,Oxford Univ. Press,2001,1,Miscellaneous,606
New headway pronunciation course,English,pronunciation,,"Bill Bowler ... ; Bill Bowler, Sue Parminter",Oxford Univ. Press,2001,1,Miscellaneous,607
New inside out,,,,authors: Sue Kay ...,Hueber,2007,1,Miscellaneous,608
New Insights into business,English,Business language,,Graham Tullis ; Tonya Trappe,Longman,2001,2,Business,609
New Insights into business,English,Business language,,Graham Tullis ; Tonya Trappe,Longman,2004,2,Business,610
New Insights into business,English,Business language,,Graham Tullis ; Tonya Trappe ; Graham Tullis ; Tonya Trappe,Longman,2006,2,Business,611
New Insights into business,English,Business language,,Graham Tullis ; Tonya Trappe ; Graham Tullis ; Tonya Trappe,Longman,2007,2,Business,612
New international business English,English,Business language,,Leo Jones ; Richard Alexander,Klett Cambridge Univ. Press,2000,9,English,613
New methods and paradigms for modeling dynamic processes based on cellular automata,,,,"Stepan Mykolayovych Bilan (State University of Infrastructure and Technology, Ukraine), Mykola Mykolayovych Bilan (Mayakskaya Secondary School, Moldova), Ruslan Leonidovich Motornyuk (Main Information and Computing Center, Ukraine)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,614
Newnes mathematics pocket book for engineers,mathematics,Engineering,,J. O. Bird,Newnes,1997,1,Miscellaneous,615
Next generation wireless network security and privacy,,,,"Kamaljit I. Lakhtaria (Gujarat University, India)","Information Science Reference, an imprint of IGI Global",2015,1,Miscellaneous,616
Nitrogen fixation,,,," Everlon Rigobelo, co-editor Ademar Serra",IntechOpen,2023,1,Miscellaneous,617
Novel approaches for drug Delivery,,,,"Raj K. Keservani (Rajiv Gandhi Proudyogiki Vishwavidyalaya, India), Anil K. Sharma (Delhi Institute of Pharmaceutical Sciences and Research, India), Rajesh Kumar Kesharwani (National Institute of Technology, Warangal, India)","Medical Information Science Reference, an imprint of IGI Global",2017,1,Miscellaneous,618
Numerical mathematics and computing,numerical Mathematics,algorithm,Data processing,Ward Cheney ; David Kincaid,Brooks/Cole,1999,1,Miscellaneous,619
Objective proficiency,Certificate of Proficiency in English,,,Annette Capel ; Wendy Sharp,Cambridge Univ. Press,2008,1,Miscellaneous,620
Objective proficiency,Certificate of Proficiency in English,,,"Annette Capel ; Wendy Sharp ; Annette Capel, Wendy Sharp",Cambridge Univ. Press,2013,1,Miscellaneous,621
Oil and Natural Gas Economy in Argentina,,,," Victor Bravo, Nicolas Di Sbroiavacca",Springer International Publishing Springer,2021,1,Miscellaneous,622
On competition,Competitive strategy,International competition,,Michael E. Porter,Harvard Business School Press,1999,1,Miscellaneous,623
On point,,,,Tom Hadland,Delta Publishing/Ernst Klett Sprachen,2020,1,Miscellaneous,624
On point,,,,Louis and Cathy Rogers,Delta Publishing/Ernst Klett Sprachen,2020,1,Miscellaneous,625
On point,,,,Tom Hadland,Delta Publishing/Ernst Klett Sprachen,2020,1,Miscellaneous,626
On point,,,,Louis and Cathy Rogers,Delta Publishing/Ernst Klett Sprachen,2020,1,Miscellaneous,627
On point,,,,Tom Hadland,Delta Publishing/Ernst Klett Sprachen,2021,1,Miscellaneous,628
On point,,,,Louis and Cathy Rogers,Delta Publishing/Ernst Klett Sprachen,2021,1,Miscellaneous,629
On point,,,,Cathy and Louis Rogers,Delta Publishing/Ernst Klett Sprachen,2021,1,Miscellaneous,630
On point,,,,Tom Hadland,Delta Publishing/Ernst Klett Sprachen,2022,1,Miscellaneous,631
Online banking security measures and data protection,Electronic Banking,Computer security,privacy,"Shadi A. Aljawarneh (Jordan University of Science and Technology, Jordan)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,632
Ontologies and big data considerations for effective intelligence,Ontology,Knowledge representation,Big Data,"Joan Lu (University of Huddersfield, UK), Qiang Xu (University of Huddersfield, UK)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,633
"Operation, construction, and functionality of direct rurrent machines",,,,"Muhammad Amin (COMSATS Institute of Information Technology, Wah Cantt, Pakistan), Mubashir Husain Rehmani (COMSATS Institute of Information Technology, Wah Cantt, Pakistan)","Engineering Science Reference, an imprint of IGI Global",2015,10,Engineering/Technology,634
Optimal inventory control and management techniques,,,,"Mandeep Mittal (Amity School of Engineering and Technology, India), Nita H. Shah (Gujarat University, India)","Business Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,635
Optimizing assistive technologies for aging populations,,,,"Yosry S. Morsi (Swinburne University of Technology, Australia), Anupam Shukla (ABV - Indian Institute of Information Technology and Management Gwalior, India), Chandra Prakash Rathore (Oracle India Private Limited, India)","Medical Information Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,636
Optimizing health monitoring systems with wireless technology,,,,"Nilmini Wickramasinghe (Swinburne University of Technology, Australia & Epworth HealthCare, Australia)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,637
Optimizing medicine residency training programs,,,,"Jayita Poduval (Pondicherry Institute of Medical Sciences, India)","Medical Information Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,638
Optimizing student engagement in online learning environments,,,,"A.V. Senthil Kumar (Hindusthan College of Arts and Science, India)","IGI Global, Disseminator of Knowledge",2018,5,Environment,639
Optimum decision making in asset management,,,,"María Carmen Carnero (University of Castilla - La Mancha, Spain), Vicente González-Prida (University of Seville, Spain)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,640
Optoelectronics in machine vision-based theories and applications,,,,"Moises Rivas-Lopez, Oleg Sergiyenko, Wendy Flores-Fuentes, Julio Cesar Rodriguez-Quiñonez",IGI Global,2019,10,Engineering/Technology,641
Oral health by using probiotic products,,,, Razzagh Mahmoudi,IntechOpen,2023,1,Miscellaneous,642
Organizational change management strategies in modern business,,,,"Aslı Goksoy (American University in Bulgaria, Bulgaria)","Business Science Reference, an imprint of IGI Global",2016,2,Business,643
Organizational culture and ethics in modern medicine,,,,"Anna Rosiek (Nicolaus Copernicus University in Toruń, Collegium Medicum in dgoszcz, Poland), Krzysztof Leksowski (Nicolaus Copernicus University in Toruń, Collegium Medicum in dgoszcz, Poland)","Medical Information Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,644
Outlooks and opportunities in blended and distance learning,,,,"B. Tynan (University of Southern Queensland, Australia), J. Willems (Monash University, Australia), R. James (University of New England, Australia)",Information Science Reference,2013,1,Miscellaneous,645
Oxford English for electrical and mechanical engineering,English,Technical language,Technology,Eric H. Glendinning ; Norman Glendinning,Oxford Univ. Press,1995,6,English,646
Oxford English for electrical and mechanical engineering,English,Technical language,Technology,Eric H. Glendinning ; Norman Glendinning,Oxford Univ. Press,2008,6,English,647
Oxford English for information technology,English,Technical language,Information technology,Eric H. Glendinning ; John McEwan,Oxford Univ. Press,2002,4,English,648
Oxford English for information technology,English,Technical language,Information technology,Eric H. Glendinning ; John McEwan,Oxford Univ. Press,2006,4,English,649
Oxford English grammar course,English,Grammatik,,Michael Swan & Catherine Walter,Oxford University Press,2019,4,English,650
Oxford preparation course for the TOEIC test,TOEIC,,,,Oxford Univ. Press,2006,1,Miscellaneous,651
Oxford tactics for the TOEIC test,TOEIC,,,,Oxford Univ. Press,2006,1,Miscellaneous,652
Oxidoreductase,,,, Mahmoud Ahmed Mansour,IntechOpen,2023,1,Miscellaneous,653
PASS Cambridge BEC Higher,English,Business language,Teaching aid,[: Anne Williams ...] ; Louise Pile ; Catrin Lloyd-Jones,Summertown Publ. Langenscheidt ELT,2004,1,Miscellaneous,654
PASS Cambridge BEC Higher,English,Business language,Teaching aid,[: Anne Williams ...] ; [Authors: Ian Wood ; Louise Pile],Summertown Publ. Langenscheidt ELT,2005,1,Miscellaneous,655
PASS Cambridge BEC Higher,English,Business language,Teaching aid,[: Anne Williams ...] ; Ian Wood ; Louise Pile,Summertown Publ. Langenscheidt ELT,2013,1,Miscellaneous,656
PASS Cambridge BEC Higher,English,Business language,Teaching aid,[: Anne Williams ...] ; Louise Pile ; Catrin Lloyd-Jones,Summertown Publ. Langenscheidt ELT,2013,1,Miscellaneous,657
PASS Cambridge BEC Higher,English,Business language,Teaching aid,[: Anne Williams ...] ; Ian Wood ; Louise Pile,Summertown Publ. Langenscheidt ELT,2013,1,Miscellaneous,658
Pass Cambridge BEC Preliminary,English,Business language,,Anne Williams ; Ian Wood,Summertown,2005,1,Miscellaneous,659
Pass Cambridge BEC Preliminary,English,Business language,,Ian Wood ; Anne Williams,Summertown,2005,1,Miscellaneous,660
Pass Cambridge BEC Preliminary,English,Business language,,Ian Wood ; Anne Williams,Summertown,2013,1,Miscellaneous,661
Pass Cambridge BEC Preliminary,English,Business language,,Ian Wood and Anne Williams,Summertown,2013,1,Miscellaneous,662
Pass Cambridge BEC Vantage,English,Business language,Teaching aid,"Series : Elizabeth Clifton ; [Authors: Ian Wood, Paul Sanderson & Anne Williams]",Summertown Publ. Langenscheidt ELT,2005,1,Miscellaneous,663
Pass Cambridge BEC Vantage,English,Business language,Teaching aid,Series : Elizabeth Clifton ; Anne Williams ; Louise Pile,Summertown Publ. Langenscheidt ELT,2006,1,Miscellaneous,664
Pass Cambridge BEC Vantage,English,Business language,Teaching aid,Series : Elizabeth Clifton ; Anne Williams ; Louise Pile,Summertown Publ. Langenscheidt ELT,2007,1,Miscellaneous,665
Pass Cambridge BEC Vantage,English,Business language,Teaching aid,Series : Elizabeth Clifton ; Anne Williams ; Louise Pile,Summertown Publ. Langenscheidt ELT,2013,1,Miscellaneous,666
Pattern and data analysis in healthcare settings,,,,"Vivek Tiwari (Maulana Azad National Institute of Technology, India), Basant Tiwari (Devi Ahilya University, India), Ramjeevan Singh Thakur (Maulana Azad National Institute of Technology, India), Shailendra Gupta (AISECT University, India)","Medical Information Science Reference, an imprint of IGI Global",2017,1,Miscellaneous,667
Pattern recognition and classification in time series data,,,,"Eva Volna (University of Ostrava, Czech Republic), Martin Kotyrba (University of Ostrava, Czech Republic), Michal Janosek (University of Ostrava, Czech Republic)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,668
Pearson BTEC National travel and tourism student book,,,,Gilian Dale,Pearson,2019,1,Miscellaneous,669
Pectins,,,, Martin Masuelli,IntechOpen,2023,1,Miscellaneous,670
Peer Gynt's onion,,,, Anthony Campbell,Wiretap,1995,1,Miscellaneous,671
Periodontology,,,, Petra Surlin,IntechOpen,2023,1,Miscellaneous,672
Persian paradises at peril,,,,"Farzin Fardanesh, Fatemeh Farnaz Arefian, editors",Springer,2021,1,Miscellaneous,673
Persistent Organic Pollutants (POPs),,,, Mohamed Nageeb Rashed,IntechOpen,2023,1,Miscellaneous,674
"Petrochemical catalyst materials, processes, and emerging technologies",,,,"Hamid Al-Megren (King Abdulaziz City for Science and Technology, Saudi Arabia), Tiancun Xiao (Oxford University, UK)","Engineering Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,675
Phenolic compounds,,,, Farid A. Badria,IntechOpen,2023,1,Miscellaneous,676
"Philip of Pokanoket, an Indian memoir",,,, Washington Irving,Alex Catalogue,1995,1,Miscellaneous,677
Philosophical perceptions on logic and order,Logic,,,"Jeremy Horne (International Institute of Informatics and Systemics, USA)","IGI Global, Disseminator of Knowledge",2018,8,Miscellaneous,678
Physics.,,,,Félix Álvarez,Amazon Fulfillment,2017,1,Miscellaneous,679
Plant stress physiology,,,, Mirza Hasanuzzaman ; co-editor Kamrun Nahar,IntechOpen,2023,1,Miscellaneous,680
Pneumonia,,,, Nima Rezaei,IntechOpen,2023,1,Miscellaneous,681
Pole dance fitness,,,,Irina Kartaly,Meyer & Meyer Sport,2018,1,Miscellaneous,682
Positioning and navigation in complex environments,,,,"Kegen Yu (Wuhan University, China)","IGI Global, Disseminator of Knowledge",2018,5,Environment,683
Practical cryptography,,,,  Saiful Azad ...,"CRC Press, Taylor & Francis",2015,1,Miscellaneous,684
Practice and progress in social design and sustainability,,,,"Kin Wai Michael Siu, The Hong Kong Polytechnic University, Hong Kong, and Yi Lin Wong, The Hong Kong Polytechnic University, Hong Kong",IGI Global,2019,1,Miscellaneous,685
Prebiotics and probiotics,,,, Elena Franco-Robles ; co-editor Joel Ramírez-Emiliano,IntechOpen,2023,1,Miscellaneous,686
Problems on Algorithms,,,, Habib Izadkhah,Springer International Publishing Springer,2022,1,Miscellaneous,687
Proceedings of the 3rd global summit of research institutes for disaster risk reduction,,,,"Hirokazu Tatano, Andrew Collins, editors",Springer,2021,1,Miscellaneous,688
Proceedings of the 4th Global Summit of Research Institutes for Disaster Risk Reduction,,,," Hirokazu Tatano, Andrew Collins",Springer Nature Singapore Springer,2023,1,Miscellaneous,689
Processing techniques and tribological behavior of composite materials,,,,"Rajnesh Tyagi (Indian Institute of Technology (BHU), Varanasi, India), J. Paulo Davim (University of Aveiro, Portugal)","Engineering Science Reference, an imprint of IGI Global",2015,8,Miscellaneous,690
"Production, properties, and applications of high temperature coatings",,,,"Amir Hossein Pakseresht (University of Tehran, Iran & Materials and Energy Research Center, Iran)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,691
Programming Rust,Rust <programming language>,,,"Jim Blandy, Jason Orendorff, and Leonora F.S. Tindall",O'Reilly,2023,1,Miscellaneous,692
Progress to vantage,English,Business language,,written  Louise Pile.   Anne Williams,Summertown Publ. Langenscheidt,2003,1,Miscellaneous,693
Progress to vantage,English,Business language,,Russell Whitehead,Summertown Publ. Langenscheidt,2004,1,Miscellaneous,694
Progressive engineering practices in marine resource management,,,,"Ivelina Zlateva (Independent Researcher, Bulgaria), Violin Raykov (Institute of Oceanology, Bulgaria), Nikola Nikolov (Technical University of Varna, Bulgaria)","Engineering Science Reference, an imprint of IGI Global",2015,0,Engineering/Technology,695
Progressive trends in electronic resource management in libraries,library,Electronic publication,Management,"Nihar K. Patra (National Institute of Food Technology Entrepreneurship & Management, India), Bharat Kumar (Management Development Institute, India), Ashis K. Pani (XLRI, Jamshedpur, India)","Information Science Reference, an imprint of IGI Global",2014,1,Miscellaneous,696
Project Management for Performance Improvement Teams,Project management,,,William S. Ruggles and H. James Harrington,CRC Press,2018,1,Miscellaneous,697
Project management planning,,,,Muhamed Abdomerovic,Peter Lang,2022,1,Miscellaneous,698
Promoting climate change awareness through environmental education,,,,"Lynn Wilson (Sea Trust Institute, USA), Carolyn Stevenson (Sea Trust Institute/Open College@Kaplan University, USA)","Information Science Reference, an imprint of IGI Global",2016,5,Environment,699
Promoting global competencies through media literacy,,,,"Melda N. Yildiz (New York Institute of Technology, USA), Steven S. Funk (Montana State University – Billings, USA), Belinha S. De Abreu (National Telemedia Council, USA)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,700
Promoting global environmental sustainability and cooperation,,,,"Sofia Idris (independent researcher, Pakistan)","IGI Global, Disseminator of Knowledge",2018,5,Environment,701
Pronunciation for advanced learners of English,English,pronunciation,,David Brazil,Cambridge Univ. Pr. Klett,1994,4,English,702
Protein detection,,,, Yusuf Tutar ; co-editor Lütfi Tutar,IntechOpen,2023,1,Miscellaneous,703
Protein kinases,,,, Rajesh K. Singh,IntechOpen,2023,1,Miscellaneous,704
Public health genomics and international wealth creation,,,,"E. William Ebomoyi (Chicago State University, USA)","Information Science Reference, an imprint of IGI Global",2015,1,Miscellaneous,705
Publishing history,,,,,Chadwyck Healey,1977,1,Miscellaneous,706
Publishing research quarterly,A book,magazine,,,Transaction Publ. Springer,1991,1,Miscellaneous,707
Quality assurance and certification in ecotourism,,,, Rosemary Black And Alice Crabtree,CABI Pub.,2007,1,Miscellaneous,708
Quality innovation,,,,"Latif Al-Hakim (University of Southern Queensland, Australia), Chen Jin (Zhejiang University, China)","Information Science Reference, an imprint of IGI Global",2014,1,Miscellaneous,709
Quality management for competitive advantage in global markets,,,,"José Manuel Saiz-Álvarez (Universidad Católica de Santiago de Guayaquil, Ecuador & Universidad Autónoma de Manizales, Colombia & CEIEF-Universidad de Santiago de Chile, Chile), Beatriz Olalla-Caballero (Universidad Pontificia de Salamanca, Spain)","IGI Global, Publisher of Timely Knowledge",2021,7,Marketing,710
Quantum and optical dynamics of matter for nanotechnology,Nanotechnology,Quantenoptik,Interferometrie,"Mihai V. Putz (West University of Timişoara, Romania)","Engineering Science Reference, an imprint of IGI Global",2014,1,Miscellaneous,711
Quick work,English,Business language,,Vicki Hollett,Oxford Univ. Press,2001,1,Miscellaneous,712
Rabies virus at the beginning of 21st Century,,,, Sergey Tkachev,IntechOpen,2023,1,Miscellaneous,713
Re-envisioning and restructuring blended learning for underprivileged communities,,,,"Chantelle Bosch (North-West University, South Africa), Dorothy Joy Laubscher (North-West University, South Africa), Lydia Kyei-Blankson (Illinois State University, USA)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,714
Reactive oxygen species,,,, Rizwan Ahmad,IntechOpen,2023,1,Miscellaneous,715
Ready to order,,,,"Anne Baude, Montserrat Iglesias, Anna Iñesta",Longman,2002,1,Miscellaneous,716
